folioID,conveyanceDate,conveyancePrice,conveyanceType,conveyanceTypeDescription,postalCode,area,jurisdiction,roll_number,MB_manual_class,blank1,blank2,MB_year_built,MB_effective_year,MB_total_finished_area,MB_num_storeys,num_full_baths,num_3-piece_baths,num_2-piece_baths,num_bedrooms,num_dens,blank3,type_of_foundation,num_multi_garage,num_single_garage,num_carport,lc_code_1, lc_code_2,lc_code_3,lc_code_4,lc_code_5,lc_code_6,pool_flag,other_building_flag,land_metric_flag,land_width,land_depth,land_sq_measure,land_area,blank4,inc_unit_of_measure_value,inc_unit_of_measure_code,blank5,inc_floor_num,inc_effective_year,plumbing_nil_flag,basement_finish_area,basement_total_area,deck_sq_footage,deck_sq_footage_covered,blank6,fireplace_num_1,blank7,fireplace_num_2,blank8,fireplace_num_3,blank9,fireplace_num_4,blank10,fireplace_num_5,first_floor_area,second_floor_area,third_floor_area,school_district,zoning
D0001UVDRV,2022-03-02,1009900,7,Improved Single Property Transaction,V5H 0J8,10,301,5.93567E+11,B705,,,2021,2021,776,,1,1,,2,,,,0,0,0,,,,,,,,, ,,,,,2402,776,STRLA,,23,2021,,,,115,,,,,,,,,,,,,,,41,
D00003XDSW,2022-02-18,101000,7,Improved Single Property Transaction,V2G 1T1,24,492,781007,D701,,,1972,1972,1562,,1,,1,3,,,,0,0,0,,,,,,,,, ,,,,,2400,1562,STRLA,,1,1972,,,287,,,,,,,,,,,,,,,,27,
A0000HP8Z6,2022-01-10,1010000,7,Improved Single Property Transaction,V8Z 2G3,1,308,534791000,90,,,1956,1970,1823,1,1,,,4,,,Basement,0,1,0,,,,,,,,, ,61,130,7922,0.182,,,,,,,,707,786,198,,,1,,,,,,,,,1116,,,61,RS6
A0000HQKLQ,2022-01-17,1010000,7,Improved Single Property Transaction,V8L 1C9,1,332,940000,145,,,1997,1997,1740,1,3,,,4,,,Basement,1,0,0,93,65,,,,,,, ,,,,0.159,,,,,,,,768,853,77,,,1,,,,,,,,,972,,,63,R2
A0000HQRF4,2022-01-28,1010000,7,Improved Single Property Transaction,V9Z 0T4,1,349,9758145,146,,,1990,1995,1805,1.5,1,1,,3,,,Crawl,0,1,0,,,,,,,,X, ,,,,0.51,,,,,,,,,,203,74,,1,,,,,,,,,1177,,,62,
A0000D5Z6Z,2022-01-14,1010000,7,Improved Single Property Transaction,V9K 1E4,4,565,10084284,155,,,2017,2017,2012,1,2,,,3,,,Crawl,1,0,0,87,,,,,,,, ,,,,0.19,,,,,,,,,,,252,,,,,,,,,,,2012,,,69,R7
D0000Q7B4S,2022-02-24,1010000,7,Improved Single Property Transaction,V6P 0C3,9,200,1.21308E+13,B705,,,2014,2014,931,,1,1,,2,1,,,0,0,0,,,,,,,,, ,,,,,2402,931,STRLA,,14,2014,,,,198,,,,,,,,,,,,,,,39,
A000001L1F,2022-01-17,1010000,7,Improved Single Property Transaction,V5T 2L1,9,200,1.32067E+13,D701,,,1982,1982,943,,1,,1,2,,,,0,0,0,,,,,,,,, ,,,,,2400,943,STRLA,,2,1982,,,,40,,,1,,,,,,,,,,,,39,
D0000HBL0C,2022-01-18,1010000,7,Improved Single Property Transaction,V5Y 0G9,9,200,1.36402E+13,B705,,,2013,2013,955,,1,,,2,,,,0,0,0,,,,,,,,, ,,,,,2402,955,STRLA,,5,2013,,,,55,,,,,,,,,,,,,,,39,
A00003UM1R,2022-02-14,1010000,7,Improved Single Property Transaction,V3L 3B4,10,220,4354000,50,,,1945,1970,1062,1,1,,,1,,,Crawl,0,0,0,38,86,95,,,,,, ,,,4276,,,,,,,,,,,,,,,,,,,,,,,1062,,,40,RS1
A00003UMVR,2022-03-04,1010000,7,Improved Single Property Transaction,V3M 3P9,10,220,5517000,51,,,1901,1967,2514,1.5,1,,,5,,,Basement,0,0,1,9,65,,,,,,, ,65.9,66,4349,,,,,,,,,1029,1029,142,40,,1,,,,,,,,,1061,,,40,RS2
A00003XCTJ,2022-01-18,1010000,7,Improved Single Property Transaction,V3K 7C3,10,305,8352113,D701,,,2004,2004,1782,,1,1,1,3,,,,0,0,0,,,,,,,,, ,,,,,2400,1618,STRLA,,2,2004,,164,164,123,,,1,,,,,,,,,,,,43,
D0000DKWGS,2022-01-13,1010000,7,Improved Single Property Transaction,V3E 0E8,10,305,37412019,D701,,,2010,2010,1262,,1,1,,3,,,,0,0,0,,,,,,,,, ,,,,,2400,1203,STRLA,,1,2010,,59,59,,,,1,,,,,,,,,,,,43,
D0000EXU8X,2022-01-19,1010000,7,Improved Single Property Transaction,V3E 0G6,10,305,39233027,D701,,,2011,2011,1419,,2,,1,3,,,,0,0,0,,,,,,,,, ,,,,,2400,1419,STRLA,,1,2011,,,,,,,1,,,,,,,,,,,,43,
A00005VTHA,2022-02-28,1010000,7,Improved Single Property Transaction,V4C 3X1,11,306,D311909070,140,,,1978,1978,1856,1,1,,1,3,,,Partial Basement,0,0,0,6,65,,,,,,, ,,,5141,,,,,,,,,616,616,210,252,,1,,,,,,,,,1240,,,37,RS1
A00005W1PQ,2022-01-12,1010000,7,Improved Single Property Transaction,V4C 4E9,11,306,D402836010,142,,,1980,1980,1672,2,1,,1,3,,,Slab,0,0,0,,,,,,,,, ,75.4,125,9425,,,,,,,,,,,,,,,,,,,,,,,836,836,,37,RS1
A00007646J,2022-01-13,1010000,7,Improved Single Property Transaction,V3R 5K5,14,326,2140070161,90,,,1954,1969,1960,1,1,1,,3,,,Partial Basement,1,0,0,,,,,,,,, ,60,132,7920,,,,,,,,,470,470,,,,1,,,,,,,,,1490,,,36,RF
D0001PX4BV,2022-02-28,1010000,7,Improved Single Property Transaction,V3Z 0Z4,14,326,5249990320,D701,,,2020,2020,1321,,1,1,1,3,,,,0,0,0,,,,,,,,, ,,,,,2400,1266,STRLA,,1,2020,,55,55,78,,,,,,,,,,,,,,,36,
A0000F4RWH,2022-03-03,1010000,7,Improved Single Property Transaction,V2P 6B9,15,303,467410330,140,,,1970,1980,1794,1,1,,,4,,,Basement,0,0,1,,,,,,,,, ,70,110,7405,0.17,,,,,,,,776,985,280,,,,,,,,,,,,1018,,,33,R1A
D00005B3ST,2022-01-12,1010000,7,Improved Single Property Transaction,V1M 0A8,15,311,764627022,D701,,,2006,2006,1715,,1,,1,3,1,,,0,0,0,,,,,,,,, ,,,,,2400,1477,STRLA,,1,2006,,238,238,140,,,,,,,,,,,,,,,35,
A0000F6RD5,2022-02-16,1010000,7,Improved Single Property Transaction,V2T 4K3,15,313,5166004800,140,,,1980,1990,1979,1,1,1,1,3,,,Partial Basement,1,0,0,,,,,,,,, ,,,6000,,,,,,,,,672,672,,,,1,,,,,,,,,1307,,,34,RS3
A0000F7DQ8,2022-03-03,1010000,7,Improved Single Property Transaction,V2V 1L7,15,314,791319000,140,,,1971,1971,1980,1,1,1,,2,,,Basement,0,1,0,,,,,,,,, ,64,141,9024,,,,,,,,,860,860,280,,,,,,,,,,,,1120,,,75,RS1A
A0000A8N0J,2022-03-08,1010000,7,Improved Single Property Transaction,V1Y 5W6,19,214,24710,80,,,1932,1970,1338,1,2,,,2,,,Crawl,0,0,1,6,87,,,,,,, ,,,,0.19,,,,,,,,,,208,,,1,,,,,,,,,1338,,,23,RU1
A0000A8QN3,2022-02-01,1010000,7,Improved Single Property Transaction,V1Y 4L5,19,214,61920,2080,,,1959,1959,1412,1,1,,,3,,,Basement,0,0,0,,,,,,,,X, ,,,,0.24,,,,,,,,669,743,,,,,,,,,,,,,743,,,23,RU1
A0000A8QN3,2022-02-01,1010000,7,Improved Single Property Transaction,V1Y 4L5,19,214,61920,2080,,,1959,1959,1412,1,1,,,3,,,Basement,0,0,0,,,,,,,,X, ,,,,0.24,,,,,,,,669,743,,,,,,,,,,,,,743,,,23,RU1
A0000A99ZN,2022-02-23,1010000,7,Improved Single Property Transaction,V1V 2E5,19,217,6495146,140,,,1973,1973,1888,1,1,,1,3,,,Basement,0,1,1,,,,,,,,, ,,,,0.26,,,,,,,,900,988,,,,,,,,,,,,,988,,,23,A1
A0000A9LLM,2022-02-24,1010000,7,Improved Single Property Transaction,V1X 6B6,19,217,11142270,140,,,1980,2010,1761,1,2,1,,5,,,Basement,0,1,0,,,,,,,,, ,,,,0.207,,,,,,,,655,728,,400,,1,,,,,,,,,1106,,,23,RU1
D0000FSM0K,2022-03-01,1011000,7,Improved Single Property Transaction,V2W 0G5,15,312,8415001410,D701,,,2012,2012,1633,,2,,,3,,,,0,0,0,,,,,,,,, ,,,,,2400,1320,STRLA,,1,2012,,313,313,151,,,,,,,,,,,,,,,42,
A0000HPRGD,2022-01-28,1011111,7,Improved Single Property Transaction,V9A 2G8,1,308,661477000,50,,,1928,1980,1252,1,1,,,3,,,Crawl,0,0,0,,,,,,,,, ,51,132,6713,0.154,,,,,,,,,,,,,,,,,,,,,,1252,,,61,RS6
D0000PVN19,2022-02-07,1011400,7,Improved Single Property Transaction,V9A 0E7,1,234,13084297,B705,,,2014,2014,1058,,2,,,1,,,,0,0,0,,,,,,,,, ,,,,,2402,1058,STRLA,,14,2014,,,,124,,,,,,,,,,,,,,,61,
A0000F71SQ,2022-01-14,1013000,7,Improved Single Property Transaction,V2S 7H5,15,313,7183042660,140,,,1984,1995,1746,1,1,1,,4,,,Basement,0,1,0,,,,,,,,, ,,,8417,,,,,,,,,720,720,,,,1,,,,,,,,,1026,,,34,RS3
A0000A9N1J,2022-02-24,1013000,7,Improved Single Property Transaction,V1W 1P7,19,217,12183417,140,,,1974,1974,2501,1,2,,1,4,,,Basement,0,0,1,,,,,,,,, ,,,,0.287,,,,,,,,1170,1300,42,420,,2,,,,,,,,,1331,,,23,RU1
D0000NDBUG,2022-02-24,1015000,7,Improved Single Property Transaction,V5N 1E1,9,200,1.46312E+13,D702,,,2014,2014,855,,1,1,,2,,,,0,0,0,,,,,,,,, ,,,,,2401,855,STRLA,,4,2014,,,,219,,,,,,,,,,,,,,,39,
A00003W54B,2022-01-12,1015000,7,Improved Single Property Transaction,V5E 4B7,10,301,2.35058E+11,D701,,,1979,1979,2221,,2,,1,3,,,,0,0,0,,,,,,,,, ,,,,,2400,1646,STRLA,,1,1979,,575,575,,,,1,,,,,,,,,,,,41,
D0000558HJ,2022-01-06,1015000,7,Improved Single Property Transaction,V5B 0A1,10,301,6.24522E+11,B705,,,2007,2007,1442,,1,1,,2,1,,,0,0,0,,,,,,,,, ,,,,,2402,1442,STRLA,,26,2007,,,,172,,,1,,,,,,,,,,,,41,
A0000F89DN,2022-02-10,1015000,7,Improved Single Property Transaction,V0M 1G0,15,775,3693003,147,,,1991,1991,1689,2,1,,1,2,,,Basement,0,0,0,3,4,,,,,,, ,,,,4.942,,,,,,,,,1041,260,,,,,,,,,,,,1073,616,,75,R1
A0000BKJS9,2022-02-28,1015000,7,Improved Single Property Transaction,V0E 1B6,20,323,310130,150,,,1978,1978,1539,1,2,1,,4,,,Crawl,1,1,0,,,,,,,X,, ,,,,3.94,,,,,,,,,,,1408,,1,,,,,,,,,1539,,,83,A2
D0001JTHDF,2022-01-28,1015590,7,Improved Single Property Transaction,V3G 0H5,15,313,6131063440,147,,,2021,2021,2291,2,2,,1,3,,,Basement,1,0,0,37,,,,,,,, ,,,4923,,,,,,,,,644,644,32,,,1,,,,,,,,,848,799,,34,RS5
A0000PYP7K,2022-03-01,101588,4,Multiple Property Transaction,V1J 2T2,27,420,60012014,D702,,,1979,1979,894,,1,,,2,,,,0,0,0,,,,,,,,, ,,,,,2401,894,STRLA,,3,1979,,,,60,,,,,,,,,,,,,,,60,
A0000PYP7N,2022-03-01,101588,4,Multiple Property Transaction,V1J 2T2,27,420,60012017,D702,,,1979,1979,894,,1,,,2,,,,0,0,0,,,,,,,,, ,,,,,2401,894,STRLA,,3,1979,,,,60,,,,,,,,,,,,,,,60,
D0000YTFGN,2022-03-08,1016000,7,Improved Single Property Transaction,V3R 0C8,14,326,1210989426,D701,,,2015,2015,1377,,1,,1,2,1,,,0,0,0,,,,,,,,, ,,,,,2400,1231,STRLA,,1,2015,,146,146,115,,,,,,,,,,,,,,,36,
A0000A9AAF,2022-02-07,1016000,7,Improved Single Property Transaction,V1V 1P8,19,217,6495891,145,,,1992,1992,2178,1,2,,,2,,,Crawl,1,0,0,6,7,8,12,,,,, ,,,,0.122,,,,,,,,,,,156,,1,,,,,,,,,2178,,,23,RU5
D0001UYFUD,2022-01-07,1016900,7,Improved Single Property Transaction,V3T 0P4,14,326,2352987404,D701,,,2021,2021,1551,,,1,1,3,1,,,0,0,0,,,,,,,,, ,,,,,2400,1551,STRLA,,2,2021,,,,39,,,,,,,,,,,,,,,36,
A0000KRUN2,2022-01-06,1017000,7,Improved Single Property Transaction,V9M 2Y1,6,412,425015,140,,,1969,1995,1733,1,1,,1,3,,,Basement,0,1,0,,,,,,,,, ,83,317,,0.604,,,,,,,,693,1220,,180,,1,,,,,,,,,1040,,,71,R1.1
A0000010AF,2022-02-14,1017000,7,Improved Single Property Transaction,V6H 1C3,9,200,7.64815E+12,D702,,,1983,1983,966,,1,,,2,,,,0,0,0,,,,,,,,, ,,,,,2401,966,STRLA,,2,1983,,,,151,,,1,,,,,,,,,,,,39,
D0000AXYEK,2022-01-12,1018000,7,Improved Single Property Transaction,V5J 0C5,10,301,3.38059E+11,D701,,,2009,2009,1255,,2,,1,3,,,,0,0,0,,,,,,,,, ,,,,,2400,1255,STRLA,,1,2009,,,,,,,1,,,,,,,,,,,,41,
D0001DGEU1,2022-01-31,1018000,7,Improved Single Property Transaction,V3Z 0W9,14,326,7062982209,D701,,,2018,2018,1649,,2,,1,4,,,,0,0,0,,,,,,,,, ,,,,,2400,1324,STRLA,,1,2018,,325,325,99,,,,,,,,,,,,,,,36,
A0000HPB7N,2022-01-20,1019000,7,Improved Single Property Transaction,V8X 3L9,1,308,544859110,140,,,1971,1975,2062,1,2,,1,3,,,Basement,0,1,0,6,,,,,,,, ,60,150,9000,0.207,,,,,,,,802,891,192,,,2,,,,,,,,,1260,,,61,RS6
A0000HNY06,2022-01-21,1020000,7,Improved Single Property Transaction,V8M 1C3,1,302,311707020,140,,,1980,1980,1805,1,,1,1,2,,,Partial Basement,0,1,0,,,,,,,,, ,70,114,7979,0.183,,,,,,,,631,701,76,,,1,,,,,,,,,1174,,,63,R2
A0000D5Y7Y,2022-02-08,1020000,7,Improved Single Property Transaction,V9K 1B4,4,565,1116000,141,,,1969,1990,2119,1.5,1,2,,4,,,Slab,0,0,1,,,,,,,,, ,100,200,,0.49,,,,,,,,,,,,,1,,,,,,,,,1300,,,69,R1
D00005TZJF,2022-02-28,1020000,7,Improved Single Property Transaction,V7M 0A5,8,221,992926050,B705,,,2008,2008,924,,1,1,,2,,,,0,0,0,,,,,,,,, ,,,,,2402,924,STRLA,,6,2008,,,,45,,,1,,,,,,,,,,,,44,
D0000V8B3U,2022-02-28,1020000,7,Improved Single Property Transaction,V7J 0A9,8,316,9.99403E+11,B705,,,2015,2015,1008,,1,,,2,1,,,0,0,0,,,,,,,,, ,,,,,2402,1008,STRLA,,22,2015,,,,295,,,,,,,,,,,,,,,44,
A000000YFW,2022-01-07,1020000,7,Improved Single Property Transaction,V6H 4G1,9,200,7.64313E+12,B705,,,2000,2000,980,,1,1,,2,,,,0,0,0,,,,,,,,, ,,,,,2402,980,STRLA,,2,2000,,,,,,,1,,,,,,,,,,,,39,
D0000A6Z4G,2022-02-25,1020000,7,Improved Single Property Transaction,V5L 1W3,9,200,1.45922E+13,D701,,,2009,2009,983,,2,,,2,,,,0,0,0,,,,,,,,, ,,,,,2400,935,STRLA,,2,2009,,48,48,46,,,1,,,,,,,,,,,,39,
A000004BV8,2022-02-28,1020000,7,Improved Single Property Transaction,V6Z 2T9,9,200,3.06142E+13,B705,,,1995,1995,944,,2,,,2,,,,0,0,0,,,,,,,,, ,,,,,2402,944,STRLA,,9,1995,,,,,,,,,,,,,,,,,,,39,
D0000HLUX4,2022-01-10,1020000,7,Improved Single Property Transaction,V5C 0G6,10,301,5.58521E+11,B705,,,2013,2013,1105,,1,1,,2,,,,0,0,0,,,,,,,,, ,,,,,2402,1105,STRLA,,25,2013,,,,159,,,1,,,,,,,,,,,,41,
D0000QFGCL,2022-03-08,1020000,7,Improved Single Property Transaction,V5H 0B7,10,301,5.67765E+11,B705,,,2014,2014,976,,2,,,2,,,,0,0,0,,,,,,,,, ,,,,,2402,976,STRLA,,41,2011,,,,278,,,,,,,,,,,,,,,41,
D0000645GL,2022-02-24,1020000,7,Improved Single Property Transaction,V6Y 1P9,11,320,R060666023,D701,,,2008,2008,1187,,1,,1,2,,,,0,0,0,,,,,,,,, ,,,,,2400,1090,STRLA,,1,2008,,97,97,,,,1,,,,,,,,,,,,38,
D00011JNDS,2022-03-08,1020000,7,Improved Single Property Transaction,V3Z 0S4,14,326,5133983293,D701,,,2016,2016,1484,,1,,2,3,,,,0,0,0,,,,,,,,, ,,,,,2400,1371,STRLA,,1,2016,,113,113,10,,,,,,,,,,,,,,,36,
D00014V2HD,2022-01-06,1020000,7,Improved Single Property Transaction,V3Z 0W4,14,326,5249988271,D701,,,2018,2018,1669,,2,1,1,4,,,,0,0,0,,,,,,,,, ,,,,,2400,1389,STRLA,,1,2018,,280,280,89,,,,,,,,,,,,,,,36,
D0001ES9J5,2022-02-14,1020000,7,Improved Single Property Transaction,V3Z 0Z2,14,326,5249989135,D701,,,2019,2019,1624,,2,,1,4,,,,0,0,0,,,,,,,,, ,,,,,2400,1316,STRLA,,1,2019,,308,308,103,,,,,,,,,,,,,,,36,
D000152093,2022-02-22,1020000,7,Improved Single Property Transaction,V3X 0H8,14,326,6093984291,D701,,,2016,2016,1492,,2,,2,3,1,,,0,0,0,,,,,,,,, ,,,,,2400,1264,STRLA,,1,2016,,228,228,83,,,,,,,,,,,,,,,36,
D0001DB7SX,2022-02-14,1020000,7,Improved Single Property Transaction,V3W 1L6,14,326,609398462X,D701,,,2018,2018,1623,,1,2,1,3,1,,,0,0,0,,,,,,,,, ,,,,,2400,1359,STRLA,,1,2018,,264,264,141,,,,,,,,,,,,,,,36,
A0000F47Y2,2022-01-27,1020000,7,Improved Single Property Transaction,V2R 5T2,15,303,57344573,147,,,2003,2003,2913,2,3,,1,4,,,Basement,1,0,0,6,7,,,,,,, ,,,5145,0.118,,,,,,,,1062,1062,234,69,,2,,,,,,,,,1091,760,,33,
A0000F4DF6,2022-02-10,1020000,7,Improved Single Property Transaction,V2P 1X2,15,303,91946565,140,,,1970,1970,2380,1,1,1,,5,,,Basement,0,1,0,97,86,,,,,,, ,75,113.2,8490,0.195,,,,,,,,1190,1190,160,,,2,,,,,,,,,1190,,,33,R1A
A0000F63R2,2022-02-25,1020000,7,Improved Single Property Transaction,V2X 4J5,15,312,4250005008,140,,,1976,1976,1288,1,1,,,3,,,Crawl,0,0,1,86,,,,,,,, ,62,147,9139,,,,,,,,,,,264,,,1,,,,,,,,,1288,,,42,RS1
A0000F7NH2,2022-02-24,1020000,7,Improved Single Property Transaction,V3Y 1L6,15,319,1079013,145,,,1986,1986,1077,1,1,,,3,,,Crawl,0,1,0,6,22,,,,,,, ,,,4501,,,,,,,,,,,,,,,,,,,,,,,1077,,,42,R4
D0000CSPD1,2022-01-28,1020000,7,Improved Single Property Transaction,V1Y 0A7,19,214,83189,155,,,2015,2015,1748,1,1,,1,2,,,Partial Basement,1,0,0,6,8,7,,,,,, ,,,,0.145,,,,,,,,322,684,,120,,1,,,,,,,,,1426,,,23,RU5
D0000AJ7QB,2022-02-18,1020800,7,Improved Single Property Transaction,V6B 0J1,9,200,2.61726E+13,B705,,,2009,2009,925,,1,1,,2,,,,0,0,0,,,,,,,,, ,,,,,2402,925,STRLA,,29,2009,,,,53,,,,,,,,,,,,,,,39,
D0001T42QF,2022-02-01,1020952,7,Improved Single Property Transaction,V5B 3A2,10,301,1.42453E+11,B705,,,2021,2021,1010,,1,,,2,1,,,0,0,0,,,,,,,,, ,,,,,2402,1010,STRLA,,31,2021,,,,367,,,,,,,,,,,,,,,41,
A0000HN7Q5,2022-01-27,1021000,7,Improved Single Property Transaction,V8V 1A2,1,234,2105072,D701,,,2003,2003,1712,,1,,1,2,,,,0,0,0,,,,,,,,, ,,,,,2400,1143,STRLA,,1,2003,,569,569,31,,,1,,,,,,,,,,,,61,
D0000SDC6H,2022-01-27,1021000,7,Improved Single Property Transaction,V3M 0H8,10,220,13972144,D701,,,2014,2014,1706,,2,,1,3,,,,0,0,0,,,,,,,,, ,,,,,2400,1568,STRLA,,1,2014,,138,138,142,,,1,,,,,,,,,,,,40,
A0000F4U6W,2022-01-10,1021000,7,Improved Single Property Transaction,V0M 1A2,15,310,127453320,90,,,1954,1963,2151,1,1,1,,4,,,Partial Basement,1,0,0,7,95,,,,,,, ,110,122.4,13420,0.308,,,,,,,,522,522,,238,,,,,,,,,,,1629,,,78,RS1
A0000F5EG9,2022-01-18,1021500,7,Improved Single Property Transaction,V3A 8W9,15,311,389812096,80,,,1970,1970,1300,1,1,,1,2,,,Crawl,0,0,0,22,,,,,,,, ,,,7093,,,,,,,,,,,,220,,,,,,,,,,,1300,,,35,R1D
D0000WY0Z3,2022-02-01,1021800,7,Improved Single Property Transaction,V6P 0C9,9,200,1.01308E+13,B705,,,2015,2015,869,,2,,,2,,,,0,0,0,,,,,,,,, ,,,,,2402,869,STRLA,,4,2015,,,,43,,,,,,,,,,,,,,,39,
A00005WH68,2022-01-25,1021800,7,Improved Single Property Transaction,V6Y 4G5,11,320,R060377041,D701,,,2002,2002,1240,,1,1,1,2,,,,0,0,0,,,,,,,,, ,,,,,2400,1196,STRLA,,1,2002,,44,44,140,,,1,,,,,,,,,,,,38,
A0000HQ40F,2022-02-16,1022000,7,Improved Single Property Transaction,V8Z 6N3,1,309,490714070,150,,,1981,1981,1861,1,1,1,1,3,,,Crawl,1,0,0,,,,,,,,, ,,,7239,,,,,,,,,,,,,,1,,,,,,,,,1861,,,63,RS8
A0000D4SXY,2022-01-13,1022000,7,Improved Single Property Transaction,V9V 1L5,4,250,8283165,155,,,1993,1993,2456,1,3,,,5,,,Basement,1,0,0,6,8,7,39,,,,, ,,,7555,,,,,,,,,1040,1156,78,35,,2,,,,,,,,,1416,,,68,R1
D00001JSSN,2022-02-15,1022000,7,Improved Single Property Transaction,V3H 1Y3,10,225,4196203,D701,,,2005,2005,1658,,3,,1,3,,,,0,0,0,,,,,,,,, ,,,,,2400,1387,STRLA,,1,2005,,271,271,,,,1,,,,,,,,,,,,43,
A00005WXPC,2022-02-22,1022000,7,Improved Single Property Transaction,V7A 1G2,11,320,R071887126,D701,,,1989,1989,2161,,1,1,1,3,,,,0,0,0,,,,,,,,, ,,,,,2400,2161,STRLA,,1,1989,,,,459,,,1,,,,,,,,,,,,38,
A0000NY11R,2022-02-08,102333,7,Improved Single Property Transaction,V0K 1Y0,23,731,288204,140,,,1978,1978,1447,1,1,,,2,,,Basement,0,0,0,,,,,,,,, ,56,200,,0.26,,,,,,,,558,858,,216,,,,,,,,,,,889,,,58,R1
D0001UVE1N,2022-01-18,1023900,7,Improved Single Property Transaction,V5H 0J8,10,301,5.93567E+11,B705,,,2021,2021,760,,1,1,,2,,,,0,0,0,,,,,,,,, ,,,,,2402,760,STRLA,,31,2021,,,,217,,,,,,,,,,,,,,,41,
D0001SWATB,2022-02-17,1024000,7,Improved Single Property Transaction,V6X 2B6,11,320,R082003082,B705,,,2021,2021,986,,1,1,,2,,,,0,0,0,,,,,,,,, ,,,,,2402,986,STRLA,,13,2021,,,,140,,,,,,,,,,,,,,,38,
D00001ZJ75,2022-02-25,1024000,7,Improved Single Property Transaction,V3W 1R9,14,326,6191982082,D701,,,2006,2006,1442,,2,,1,3,,,,0,0,0,,,,,,,,, ,,,,,2400,1324,STRLA,,1,2006,,118,118,110,,,1,,,,,,,,,,,,36,
A0000PYP7L,2022-03-01,102488,4,Multiple Property Transaction,V1J 2T2,27,420,60012015,D702,,,1979,1979,874,,1,,,2,,,,0,0,0,,,,,,,,, ,,,,,2401,874,STRLA,,3,1979,,,,60,,,,,,,,,,,,,,,60,
A0000PYP7P,2022-03-01,102488,4,Multiple Property Transaction,V1J 2T2,27,420,60012018,D702,,,1979,1979,874,,1,,,2,,,,0,0,0,,,,,,,,, ,,,,,2401,874,STRLA,,3,1979,,,,60,,,,,,,,,,,,,,,60,
A0000HQ7E4,2022-01-14,1025000,7,Improved Single Property Transaction,V8S 2X6,1,317,7273400,90,,,1947,1960,1656,1,1,1,,2,,,Basement,0,1,0,,,,,,,,, ,44,120,5300,0.122,,,,,,,,671,745,448,,,1,,,,,,,,,985,,,61,
D0001CEJGG,2022-01-06,1025000,7,Improved Single Property Transaction,V9C 0M6,1,327,13875233,147,,,2018,2018,2195,2,2,1,1,4,,,Basement,1,0,0,,,,,,,,, ,,,3433,0.079,,,,,,,,582,582,,,,1,,,,,,,,,878,735,,62,CD15
A0000HR57C,2022-03-01,1025000,7,Improved Single Property Transaction,V9Z 0K6,1,762,16043720,145,,,1998,2000,1172,1,2,,,3,,,Basement,1,0,0,26,96,,,,,,, ,,,,0.68,,,,,,,,,1152,428,52,,1,,,,,,,,,1172,,,62,
A0000D4L59,2022-01-31,1025000,7,Improved Single Property Transaction,V9T 5R8,4,250,7668570,140,,,1978,1978,2261,1,1,,2,3,,,Basement,1,0,0,86,,,,,,,, ,,,22876,0.525,,,,,,,,1071,1190,539,375,,,,,,,,,,,1190,,,68,R1
D000112UG7,2022-01-10,1025000,7,Improved Single Property Transaction,V9N 0C9,6,204,2200284,145,,,2017,2017,2000,1,2,,,3,,,Crawl,1,0,0,,,,,,,,, ,63,127,,0.193,,,,,,,,,,,,,1,,,,,,,,,2000,,,71,CD23A
A000027YY7,2022-03-09,1025000,7,Improved Single Property Transaction,V7M 3N9,8,221,990941235,B705,,,2004,2004,852,,1,1,,2,,,,0,0,0,,,,,,,,, ,,,,,2402,852,STRLA,,10,2004,,,,199,,,1,,,,,,,,,,,,44,
D0000KBXBF,2022-01-27,1025000,7,Improved Single Property Transaction,V7M 3L8,8,221,991693023,D702,,,2013,2013,938,,2,,,2,,,,0,0,0,,,,,,,,, ,,,,,2401,938,STRLA,,3,2013,,,,167,,,,,,,,,,,,,,,44,
D000156NG9,2022-03-01,1025000,7,Improved Single Property Transaction,V6Z 1W1,9,200,2.91246E+13,B705,,,2017,2017,872,,2,,,2,1,,,0,0,0,,,,,,,,, ,,,,,2402,872,STRLA,,16,2017,,,,34,,,,,,,,,,,,,,,39,
A00005WH69,2022-01-11,1025000,7,Improved Single Property Transaction,V6Y 4G5,11,320,R060377042,D701,,,2002,2002,1228,,2,,1,2,,,,0,0,0,,,,,,,,, ,,,,,2400,1184,STRLA,,1,2002,,44,44,287,,,1,,,,,,,,,,,,38,
A00005WLNL,2022-01-25,1025000,7,Improved Single Property Transaction,V6Y 1N7,11,320,R064139030,D701,,,1990,1990,1537,,2,,1,3,,,,0,0,0,,,,,,,,, ,,,,,2400,1537,STRLA,,1,1990,,,,,,,,,,,,,,,,,,,38,
D0000MT26P,2022-01-31,1025000,7,Improved Single Property Transaction,V4B 1G2,14,236,2245031,D702,,,2013,2013,944,,2,,,2,1,,,0,0,0,,,,,,,,, ,,,,,2402,944,STRLA,,6,2013,,,,197,,,,,,,,,,,,,,,36,
A000076JVC,2022-01-05,1025000,7,Improved Single Property Transaction,V4A 7T7,14,326,5123050127,145,,,1996,2000,1592,1,2,,,3,,,Crawl,1,0,0,6,8,7,22,9,,,, ,60,100.5,6029,,,,,,,,,,,,,,2,,,,,,,,,1592,,,36,RF
D0000FWXGC,2022-02-15,1025000,7,Improved Single Property Transaction,V3S 1R8,14,326,6104986493,D701,,,2012,2012,1995,,1,,2,3,1,,,0,0,0,,,,,,,,, ,,,,,2400,1623,STRLA,,1,2012,,372,372,113,,,,,,,,,,,,,,,36,
