,PID,LEGAL_TYPE,FOLIO,LAND_COORDINATE,ZONE_NAME,ZONE_CATEGORY,BLOCK,PLAN,DISTRICT_LOT,LOT,FROM_CIVIC_NUMBER,TO_CIVIC_NUMBER,STREET_NAME,PROPERTY_POSTAL_CODE,NARRATIVE_LEGAL_LINE3,NARRATIVE_LEGAL_LINE2,NARRATIVE_LEGAL_LINE1,NARRATIVE_LEGAL_LINE4,NARRATIVE_LEGAL_LINE5,CURRENT_LAND_VALUE,CURRENT_IMPROVEMENT_VALUE,TAX_ASSESSMENT_YEAR,PREVIOUS_IMPROVEMENT_VALUE,PREVIOUS_LAND_VALUE,YEAR_BUILT,BIG_IMPROVEMENT_YEAR,TAX_LEVY,NEIGHBOURHOOD_CODE,REPORT_YEAR
138632,018-899-145,STRATA,638097080004,63809708,RM-4,Multiple Family Dwelling,,LMS1553,526,4,,1960.0,CYPRESS ST,V6J 3L8,N THE COMMON PROPERTY IN PROPORTION,26  NWD TOGETHER WITH AN INTEREST I,LOT 4  PLAN LMS1553  DISTRICT LOT 5,TO THE UNIT ENTITLEMENT OF THE STR,ATA LOT AS SHOWN ON FORM 1,1684000.0,266000.0,2021.0,268000.0,1512000.0,1994.0,1994.0,,2,2021
133173,011-561-564,LAND,692037380000,69203738,RS-5,One Family Dwelling,29,VAP4433,139,5,,3744.0,18TH AVE W,V6S 1B2,,RICT LOT 139  NWD OF LOT 4.,LOT 5  BLOCK 29  PLAN VAP4433  DIST,,,2200000.0,45000.0,2021.0,46300.0,2030000.0,1966.0,1966.0,,3,2021
38081,030-493-901,STRATA,841300650096,84130065,CD-1 (499),Comprehensive Development,,EPS5076,330,96,612,3289.0,RIVERWALK AVE,V5S 0G2,INTEREST IN THE COMMON PROPERTY IN,"330  NWD GROUP 1, TOGETHER WITH AN",LOT 96  PLAN EPS5076  DISTRICT LOT,PROPORTION TO THE UNIT ENTITLEMENT,OF THE STRATA LOT AS SHOWN ON FORM,490000.0,290000.0,2021.0,287000.0,431000.0,2018.0,2018.0,,18,2021
54300,006-858-627,LAND,636019170000,63601917,RS-1,One Family Dwelling,4,VAP6583,140,7,,4777.0,2ND AVE W,V6T 1C1,,ICT LOT 140  NEW WESTMINSTER,LOT 7  BLOCK 4  PLAN VAP6583  DISTR,,,9702000.0,936000.0,2021.0,930000.0,9267000.0,1930.0,1980.0,,1,2021
125819,005-491-096,LAND,165734750000,16573475,RS-1,One Family Dwelling,839,VAP8710,526,52,,5229.0,ASH ST,V5Z 3G3,,STRICT LOT 526  NEW WESTMINSTER,LOT 52  BLOCK 839  PLAN VAP8710  DI,,,3643000.0,83600.0,2021.0,90500.0,3607000.0,1954.0,1970.0,,9,2021
148066,024-661-104,STRATA,830276340116,83027634,CD-1 (247),Comprehensive Development,,LMS4074,258,116,301,2763.0,CHANDLERY PL,V5S 4V4,907 SHARE IN COM PROP THEREIN.,258  NEW WESTMINSTER UNDIV 798/135,LOT 116  PLAN LMS4074  DISTRICT LOT,,,241000.0,239000.0,2021.0,257000.0,231000.0,1999.0,2000.0,,18,2021
174974,010-227-580,LAND,750226270000,75022627,RS-1,One Family Dwelling,1,VAP1383,711,5,,1327.0,41ST AVE E,V5W 1R5,T NOW LANE & S 17 FT NOW ROAD.,"ICT LOT 711  NWD GROUP 1, EXC N 3 F",LOT 5  BLOCK 1  PLAN VAP1383  DISTR,,,1009000.0,666000.0,2021.0,682000.0,895000.0,2016.0,2016.0,,19,2021
12004,006-002-340,STRATA,576267040016,57626704,RM-3A,Multiple Family Dwelling,,VAS836,184,16,208,2328.0,CAMBRIDGE ST,V5L 1E7,HARE IN COM PROP THEREIN.,84  NEW WESTMINSTER UNDIV 24/1000 S,LOT 16  PLAN VAS836  DISTRICT LOT 1,,,298000.0,38000.0,2021.0,40000.0,296000.0,1980.0,1980.0,,14,2021
17613,013-651-978,LAND,739236170000,73923617,RS-1,One Family Dwelling,4,VAP2554,702,26,,1617.0,37TH AVE E,V5P 1E4,", EXCEPT THE NORTH 2.5 FEET OF THE",RICT LOT 702  NWD AMD (SEE 279219L),LOT 26  BLOCK 4  PLAN VAP2554  DIST,WEST 33 FEET NOW LANE.,,1490000.0,69000.0,2021.0,70800.0,1385000.0,1934.0,1965.0,,19,2021
175838,011-686-162,LAND,197689120000,19768912,RT-2,Two Family Dwelling,94,VAP3587,301,C,,3212.0,PRINCE EDWARD ST,V5V 3X5,,RICT LOT 301  NWD OF LOTS 1 & 2.,LOT C  BLOCK 94  PLAN VAP3587  DIST,,,1066000.0,287000.0,2021.0,269000.0,959000.0,1912.0,1985.0,,15,2021
68983,009-609-393,STRATA,688159610007,68815961,RM-4,Multiple Family Dwelling,,VAS2035,526,7,101,735.0,15TH AVE W,V5Z 1R6,SHARE IN COM PROP THEREIN.,26  NEW WESTMINSTER UNDIV 320/10000,LOT 7  PLAN VAS2035  DISTRICT LOT 5,,,551000.0,178000.0,2021.0,182000.0,514000.0,1988.0,1988.0,,7,2021
51616,025-539-230,STRATA,87664970019,8766497,CD-1 (341),Comprehensive Development,,BCS171,526,19,717,2799.0,YEW ST,V6K 4W2,HARE IN COM PROP THEREIN.,26  NEW WESTMINSTER UNDIV 85/3414 S,LOT 19  PLAN BCS171  DISTRICT LOT 5,,,581000.0,266000.0,2021.0,263000.0,651000.0,2001.0,2001.0,,2,2021
30646,010-240-951,LAND,630041070000,63004107,RS-2,One Family Dwelling,3,8129,540,E,,3595.0,POINT GREY RD,V6R 1A7,,LOT 540  NEW WESTMINSTER,LOT E  BLOCK 3  PLAN 8129  DISTRICT,,,12861000.0,81000.0,2021.0,81000.0,12231000.0,1925.0,1925.0,,2,2021
67280,025-684-761,STRATA,87664990045,8766499,CD-1 (341),Comprehensive Development,,BCS356,526,45,306,2799.0,YEW ST,V6K 4W2,HARE IN COM PROP THEREIN.,26  NEW WESTMINSTER UNDIV 58/8767 S,LOT 45  PLAN BCS356  DISTRICT LOT 5,,,353000.0,196000.0,2021.0,194000.0,346000.0,2001.0,2002.0,,2,2021
177159,014-003-279,LAND,606271870000,60627187,RS-1,One Family Dwelling,2,VAP2195,THSL,41,,2591.0,WILLIAM ST,V5K 2Y3,ION 22 SE QTR.,RICT LOT THSL  NEW WESTMINSTER SECT,LOT 41  BLOCK 2  PLAN VAP2195  DIST,,,1192000.0,35700.0,2021.0,36700.0,1068000.0,1943.0,1965.0,,20,2021
181999,011-130-172,LAND,54696800000,5469680,RS-1,One Family Dwelling,O,VAP5532,139,8,,3708.0,QUESNEL DR,V6L 2W8,,ICT LOT 139  NEW WESTMINSTER,LOT 8  BLOCK O  PLAN VAP5532  DISTR,,,3001000.0,580000.0,2021.0,581000.0,2786000.0,1938.0,2006.0,,4,2021
195715,019-054-165,STRATA,828305620050,82830562,CD-1 (139),Comprehensive Development,,LMS1354,330,50,,3328.0,COBBLESTONE AVE,V5S 4S4,3 SHARE IN COM PROP THEREIN PHASE 2,330  NEW WESTMINSTER UNDIV 172/1627,LOT 50  PLAN LMS1354  DISTRICT LOT,.,,467000.0,233000.0,2021.0,234000.0,429000.0,1994.0,1994.0,,18,2021
13689,028-445-848,STRATA,605119840112,60511984,CD-1 (444),Comprehensive Development,,BCS4016,185,112,1706,1028.0,BARCLAY ST,V6E 0B1,INTEREST IN THE COMMON PROPERTY IN,"185  NWD GROUP 1, TOGETHER WITH AN",LOT 112  PLAN BCS4016  DISTRICT LOT,PROPORTION TO THE UNIT ENTITLEMENT,OF THE STRATA LOT AS SHOWN ON FORM,883000.0,405000.0,2021.0,400000.0,978000.0,2011.0,2011.0,,27,2021
185206,009-386-041,STRATA,665214140002,66521414,RT-5,Two Family Dwelling,,VAS2031,264A,2,,908.0,11TH AVE E,V5T 2E9,IN THE COMMON PROPERTY IN PROPORTIO,64A  NWD TOGETHER WITH AN INTEREST,LOT 2  PLAN VAS2031  DISTRICT LOT 2,N TO THE UNIT ENTITLEMENT OF THE ST,"RATA LOT AS SHOWN ON FORM 1 OR V, A",1044000.0,146000.0,2021.0,150000.0,998000.0,1987.0,1995.0,,13,2021
123809,011-573-228,LAND,701030590000,70103059,RS-5,One Family Dwelling,42,VAP4417,139,8,,,VACANT,V6S 1J9,DY LOT 2.,RICT LOT 139  NEW WESTMINSTER SUBSI,LOT 8  BLOCK 42  PLAN VAP4417  DIST,,,1978000.0,0.0,2021.0,0.0,1826000.0,,,,3,2021
140701,012-789-747,LAND,755281660000,75528166,RS-1,One Family Dwelling,9,VAP3541,50,23,,2880.0,44TH AVE E,V5R 3A6,,RICT LOT 50  NWD OF LOT 2.,LOT 23  BLOCK 9  PLAN VAP3541  DIST,,,1258000.0,37700.0,2021.0,39400.0,1153000.0,1910.0,1965.0,,24,2021
41270,017-978-378,STRATA,688120580001,68812058,RT-5,Two Family Dwelling,,LMS613,526,1,,1748.0,15TH AVE W,V6J 2K8,OP THEREIN TOGETHER WITH AN INTERES,6  NWD UNDIV 50/100 SHARE IN COM PR,LOT 1  PLAN LMS613  DISTRICT LOT 52,T IN THE COMMON PROPERTY IN PROPORT,ION TO THE UNIT ENTITLEMENT OF THE,2065000.0,395000.0,2021.0,400000.0,1898000.0,1993.0,1996.0,,7,2021
4465,023-430-192,STRATA,172580670025,17258067,HA-2,Historic Area,,LMS2412,OGT,25,502,233.0,ABBOTT ST,V6B 2K7,539/31889 SHARE IN COM PROP THEREI,"OGT  NEW WESTMINSTER GROUP 1, UNDIV",LOT 25  PLAN LMS2412  DISTRICT LOT,N.,,353000.0,108000.0,2021.0,107000.0,344000.0,1911.0,1996.0,,26,2021
128287,024-576-727,STRATA,600117530262,60011753,CD-1 (260),Comprehensive Development,,LMS3963,185,262,3106,1239.0,GEORGIA ST W,V6E 4R8,R WITH AN INTEREST IN THE COMMON PR,ICT LOT 185  NWD  GROUP 1   TOGETHE,STRATA LOT 262  PLAN LMS3963  DISTR,OPERTY IN PROPORTION TO THE UNIT EN,TITLEMENT OF THE STRATA LOT AS SHOW,505000.0,161000.0,2021.0,160000.0,483000.0,1999.0,1999.0,,26,2021
115994,008-688-664,LAND,233744450000,23374445,RS-1,One Family Dwelling,4,VAP13235,710,G,,5585.0,DUMFRIES ST,V5P 3A5,,RICT LOT 710  NEW WESTMINSTER,LOT G  BLOCK 4  PLAN VAP13235  DIST,,,1470000.0,202000.0,2021.0,205000.0,1367000.0,1970.0,1990.0,,19,2021
197355,007-887-574,LAND,822300520000,82230052,RS-1,One Family Dwelling,,VAP14240,334,173,,3144.0,63RD AVE E,V5S 2G8,,T 334  NWD GROUP 1.,LOT 173  PLAN VAP14240  DISTRICT LO,,,1488000.0,236000.0,2021.0,248000.0,1371000.0,1975.0,1990.0,,25,2021
29351,005-158-923,LAND,292701750000,29270175,RS-1,One Family Dwelling,3,VAP10397,THSL,E,,3979.0,LILLOOET ST,V5R 2E9,NE 1/4.,P10397  DISTRICT LOT THSL  NWD PART,LOT E  BLOCK 3  SECTION 48  PLAN VA,,,1282000.0,371000.0,2021.0,369000.0,1195000.0,2005.0,2005.0,,22,2021
205083,011-070-790,LAND,691170390000,69117039,RS-7,One Family Dwelling,501,VAP2354,526,12,,469.0,17TH AVE W,V5Y 2A1,,STRICT LOT 526  NWD  GROUP 1,LOT 12  BLOCK 501  PLAN VAP2354  DI,,,2346000.0,183000.0,2021.0,193000.0,2189000.0,1911.0,1970.0,,9,2021
163929,028-997-913,LAND,300841040000,30084104,CD-1 (499),Comprehensive Development,8,EPP27188,330,1,,3138.0,RIVERWALK AVE,V5S 0A6,,RICT LOT 330  NWD GROUP 1.,LOT 1  BLOCK 8  PLAN EPP27188  DIST,,,,,,,,2011.0,2011.0,,18,2021
23573,026-190-010,STRATA,93722970109,9372297,CD-1 (22),Comprehensive Development,,BCS1162,526,109,406,4885.0,VALLEY DR,V6J 5M7,INTEREST IN THE COMMON PROPERTY IN,"526  NWD GROUP 1, TOGETHER WITH AN",LOT 109  PLAN BCS1162  DISTRICT LOT,PROPORTION TO THE UNIT ENTITLEMENT,OF THE STRATA LOT AS SHOWN ON FORM,887000.0,236000.0,2021.0,233000.0,918000.0,2005.0,2005.0,,4,2021
8315,006-278-868,STRATA,576265530017,57626553,RM-3A,Multiple Family Dwelling,,VAS965,184,17,206,2255.0,CAMBRIDGE ST,V5L 1E5,HARE IN COM PROP THEREIN.,84  NEW WESTMINSTER UNDIV 60/2013 S,LOT 17  PLAN VAS965  DISTRICT LOT 1,,,345000.0,50300.0,2021.0,52700.0,343000.0,1981.0,1981.0,,14,2021
127242,025-559-991,STRATA,654090020011,65409002,C-8,Commercial,,BCS193,526,11,302,2630.0,ARBUTUS ST,V6J 5L8,HARE IN COM PROP THEREIN.,26  NEW WESTMINSTER UNDIV 84/1518 S,LOT 11  PLAN BCS193  DISTRICT LOT 5,,,637000.0,183000.0,2021.0,182000.0,590000.0,2002.0,2002.0,,2,2021
37303,018-746-497,STRATA,124616060074,12461606,CD-1 (271),Comprehensive Development,,LMS1378,541,74,705,888.0,PACIFIC ST,V6Z 2S6,35 SHARE IN COM PROP THEREIN.,541  NEW WESTMINSTER UNDIV 553/1300,LOT 74  PLAN LMS1378  DISTRICT LOT,,,350000.0,133000.0,2021.0,132000.0,366000.0,1994.0,1994.0,,30,2021
79017,025-846-124,STRATA,138606030013,13860603,DD,Comprehensive Development,,BCS682,541,13,303,1001.0,RICHARDS ST,V6B 1J6,SHARE IN COM PROP THEREIN.,41  NEW WESTMINSTER UNDIV 53/10091,LOT 13  PLAN BCS682  DISTRICT LOT 5,,,411000.0,202000.0,2021.0,198000.0,391000.0,2004.0,2004.0,,29,2021
9129,030-784-255,STRATA,614124930006,61412493,CD-1 (551),Comprehensive Development,,EPS4792,541,6,406,1283.0,HOWE ST,,N INTEREST IN THE COMMON PROPERTY I,41  NWD  BCAGROUP 1 TOGETHER WITH A,LOT 6  PLAN EPS4792  DISTRICT LOT 5,N PROPORTION TO THE UNIT ENTITLEMEN,T OF THE STRATA LOT AS SHOWN ON FOR,436000.0,220000.0,2021.0,215000.0,415000.0,,,,29,2021
64012,005-023-131,LAND,752040710000,75204071,RS-5,One Family Dwelling,8,VAP3110,2027,38,,3527.0,42ND AVE W,V6N 3H5,,RICT LOT 2027  NWD OF LOT 7.,LOT 38  BLOCK 8  PLAN VAP3110  DIST,,,1748000.0,1032000.0,2021.0,1034000.0,1589000.0,2012.0,2012.0,,3,2021
67430,019-091-711,STRATA,124608970103,12460897,DD,Comprehensive Development,,LMS1757,541,103,910,1177.0,HORNBY ST,V6Z 2E9,152 SHARE IN COM PROP THEREIN.,541  NEW WESTMINSTER UNDIV 582/106,LOT 103  PLAN LMS1757  DISTRICT LOT,,,345000.0,165000.0,2021.0,164000.0,328000.0,1994.0,1994.0,,29,2021
3662,027-653-447,STRATA,194664960070,19466496,C-3A,Commercial,,BCS3104,301,70,909,2770.0,SOPHIA ST,V5T 0A4,INTEREST IN THE COMMON PROPERTY IN,"301  NWD GROUP 1, TOGETHER WITH AN",LOT 70  PLAN BCS3104  DISTRICT LOT,PROPORTION TO THE UNIT ENTITLEMENT,OF THE STRATA LOT AS SHOWN ON FORM,471000.0,212000.0,2021.0,209000.0,484000.0,2008.0,2008.0,,13,2021
120610,025-398-148,STRATA,592117710029,59211771,DD,Comprehensive Development,,LMS4661,185,29,902,1228.0,HASTINGS ST W,V6E 4S6,SHARE IN COM PROP THEREIN.,185  NEW WESTMINSTER UNDIV 73/8244,LOT 29  PLAN LMS4661  DISTRICT LOT,,,669000.0,313000.0,2021.0,309000.0,683000.0,2002.0,2002.0,,26,2021
79362,029-701-601,STRATA,638182500206,63818250,CD-1 (464),Comprehensive Development,,EPS2983,200A,206,905,38.0,1ST AVE W,V5Y 0K3,N INTEREST IN THE COMMON PROPERTY I,"200A  NWD GROUP 1, TOGETHER WITH A",LOT 206  PLAN EPS2983  DISTRICT LOT,N PROPORTION TO THE UNIT ENTITLEMEN,T OF THE STRATA LOT AS SHOWN ON FOR,459000.0,200000.0,2021.0,196000.0,420000.0,2015.0,2015.0,,13,2021
105459,014-177-862,LAND,616280370000,61628037,RS-1,One Family Dwelling,3,VAP1528,,28,,2939.0,GRAVELEY ST,V5K 3K2,L.,WESTMINSTER DISTRICT LOT SEC 31 THS,LOT 28  BLOCK 3  PLAN VAP1528  NEW,,,1314000.0,279000.0,2021.0,277000.0,1196000.0,1993.0,1996.0,,21,2021
26029,026-323-486,STRATA,648124540025,64812454,C-3A,Commercial,,BCS1362,526,25,405,1530.0,8TH AVE W,V6J 5M6,,526  NEW WESTMINSTER GROUP 1.,LOT 25  PLAN BCS1362  DISTRICT LOT,,,1050000.0,409000.0,2021.0,405000.0,995000.0,2005.0,2005.0,,7,2021
42080,027-860-167,STRATA,650149380013,65014938,C-3A,Commercial,,BCS3380,526,13,305,1068.0,BROADWAY W,V6H 0A7,INTEREST IN THE COMMON PROPERTY IN,"526  NWD GROUP 1, TOGETHER WITH AN",LOT 13  PLAN BCS3380  DISTRICT LOT,PROPORTION TO THE UNIT ENTITLEMENT,OF THE STRATA LOT AS SHOWN ON FORM,336000.0,149000.0,2021.0,147000.0,318000.0,2009.0,2009.0,,7,2021
213417,029-139-511,STRATA,770311650002,77031165,C-2,Commercial,,EPS1529,37,2,,3435.0,KINGSWAY,V5R 5L3,TEREST IN THE COMMON PROPERTY IN PR,"7  NWD GROUP 1, TOGETHER WITH AN IN",LOT 2  PLAN EPS1529  DISTRICT LOT 3,OPORTION TO THE UNIT ENTITLEMENT OF,THE STRATA LOT AS SHOWN ON FORM 1,881000.0,460000.0,2021.0,455000.0,768000.0,2013.0,2013.0,,23,2021
141656,030-110-335,STRATA,172822020007,17282202,RM-9,,,EPS4065,323,7,108,7928.0,YUKON ST,V5X 2Y7,NTEREST IN THE COMMON PROPERTY IN P,"23  NWD GROUP 1, TOGETHER WITH AN I",LOT 7  PLAN EPS4065  DISTRICT LOT 3,ROPORTION TO THE UNIT ENTITLEMENT O,F THE STRATA LOT AS SHOWN ON FORM 1,880000.0,252000.0,2021.0,248000.0,898000.0,2017.0,2017.0,,12,2021
626,029-442-591,STRATA,125827840053,12582784,CD-1 (517),Comprehensive Development,,EPS2353,325,53,1003,8588.0,CORNISH ST,V6P 0C1,INTEREST IN THE COMMON PROPERTY IN,"325  NWD GROUP 1, TOGETHER WITH AN",LOT 53  PLAN EPS2353  DISTRICT LOT,PROPORTION TO THE UNIT ENTITLEMENT,OF THE STRATA LOT AS SHOWN ON FORM,329000.0,205000.0,2021.0,201000.0,327000.0,2014.0,2014.0,,12,2021
21539,016-259-955,STRATA,126612940048,12661294,DD,Comprehensive Development,,VAS2692,541,48,702,789.0,DRAKE ST,V6Z 2N7,5 SHARE IN COM PROP THEREIN.,541  NEW WESTMINSTER UNDIV 537/6948,LOT 48  PLAN VAS2692  DISTRICT LOT,,,327000.0,174000.0,2021.0,176000.0,309000.0,1990.0,1990.0,,29,2021
95191,017-431-140,LAND,762237570000,76223757,RS-1,One Family Dwelling,,LMP845,733,F,,1731.0,47TH AVE E,V5P 1P6,,3  NEW WESTMINSTER BLOCK 1 2 & 5.,LOT F  PLAN LMP845  DISTRICT LOT 73,,,1267000.0,273000.0,2021.0,268000.0,1127000.0,2003.0,2003.0,,19,2021
9517,004-983-939,LAND,830057940000,83005794,RS-1,One Family Dwelling,1,20962,315,F,,6623.0,MACDONALD ST,V6N 4G6,,T LOT 315  NEW WESTMINSTER,LOT F  BLOCK 1  PLAN 20962  DISTRIC,,,2956000.0,973000.0,2021.0,1002000.0,2839000.0,1987.0,1992.0,,6,2021
6614,006-797-997,STRATA,670146710099,67014671,RM-3,Multiple Family Dwelling,,VAS1849,526,99,609,1125.0,12TH AVE W,V6H 3Z3,SHARE IN COM PROP THEREIN.,526  NEW WESTMINSTER UNDIV 14/3408,LOT 99  PLAN VAS1849  DISTRICT LOT,,,55800.0,22700.0,2021.0,23500.0,72400.0,1971.0,1987.0,,7,2021
41113,005-704-774,STRATA,825309240032,82530924,CD-1 (117),Comprehensive Development,,VAS736,331,32,,8148.0,RIEL PL,V5S 4B3,WITH AN INTEREST IN THE COMMON PRO,"31  NWD GROUP 1, & DL 335, TOGETHER",LOT 32  PLAN VAS736  DISTRICT LOT 3,PERTY IN PROPORTION TO THE UNIT ENT,ITLEMENT OF THE STRATA LOT AS SHOWN,499000.0,134000.0,2021.0,142000.0,518000.0,1980.0,1981.0,,25,2021
75213,011-116-854,LAND,130790710000,13079071,RS-6,One Family Dwelling,11,VAP5615,526,6,,6709.0,GRANVILLE ST,V6P 4X1,,RICT LOT 526  NWD OF LOT 1.,LOT 6  BLOCK 11  PLAN VAP5615  DIST,,,2783000.0,160000.0,2021.0,171000.0,2616000.0,1947.0,1976.0,,10,2021
2371,023-156-902,STRATA,718306320003,71830632,CD-1 (314),Comprehensive Development,,LMS2075,36,3,109,3488.0,VANNESS AVE,V5R 6C8,TOGETHER WITH AN INTEREST IN THE C,"6  NWD AIR SPACE PARCEL 1, & DL 37,",LOT 3  PLAN LMS2075  DISTRICT LOT 3,OMMON PROPERTY IN PROPORTION TO THE,UNIT ENTITLEMENT OF THE STRATA LOT,348000.0,188000.0,2021.0,188000.0,327000.0,1995.0,1995.0,,23,2021
159726,027-773-833,STRATA,210710020007,21071002,C-2,Commercial,,BCS3261,391,7,103,702.0,KING EDWARD AVE E,V5V 0A9,NTEREST IN THE COMMON PROPERTY IN P,91  NWD & DL392; TOGETHER WITH AN I,LOT 7  PLAN BCS3261  DISTRICT LOT 3,ROPORTION TO THE UNIT ENTITLEMENT O,F THE STRATA LOT AS SHOWN ON FORM V,498000.0,289000.0,2021.0,285000.0,403000.0,2008.0,2008.0,,16,2021
166124,025-467-697,LAND,222615960000,22261596,I-2,Light Industrial,,BCP802,2037,D,,1599.0,GLEN DR,,,37  NEW WESTMINSTER,LOT D  PLAN BCP802  DISTRICT LOT 20,,,5764000.0,0.0,2021.0,0.0,5825000.0,,,,13,2021
212943,028-012-941,STRATA,190596240055,19059624,HA-1A,Historic Area,,BCS3560,196,55,610,718.0,MAIN ST,V6A 0B1,INTEREST IN THE COMMON PROPERTY IN,"196  NWD GROUP 1, TOGETHER WITH AN",LOT 55  PLAN BCS3560  DISTRICT LOT,PROPORTION TO THE UNIT ENTITLEMENT,OF THE STRATA LOT AS SHOWN ON FORM,333000.0,99000.0,2021.0,97800.0,342000.0,2009.0,2009.0,,26,2021
173087,008-201-447,LAND,697170420000,69717042,RS-1,One Family Dwelling,581,VAP2913,526,29,,462.0,20TH AVE W,V5Y 2C8,,STRICT LOT 526  NEW WESTMINSTER,LOT 29  BLOCK 581  PLAN VAP2913  DI,,,2132000.0,16800.0,2021.0,16800.0,1983000.0,1929.0,1929.0,,9,2021
68191,030-151-708,STRATA,273736210002,27373621,RT-11,Two Family Dwelling,6,EPS4252,394,2,,5237.0,CLARENDON ST,V5R 3J7,WITH AN INTEREST IN THE COMMON PROP,"ICT LOT 394  NWD GROUP 1, TOGETHER",LOT 2  BLOCK 6  PLAN EPS4252  DISTR,ERTY IN PROPORTION TO THE UNIT ENTI,TLEMENT OF THE STRATA LOT AS SHOWN,836000.0,243000.0,2021.0,247000.0,791000.0,2016.0,2016.0,,23,2021
153032,025-891-944,STRATA,144835920066,14483592,C-2,Commercial,,BCS730,318,66,302,8988.0,HUDSON ST,V6P 6Z1,N INTEREST IN THE COMMON PROPERTY I,18  NWD  BCAGROUP 1 TOGETHER WITH A,LOT 66  PLAN BCS730  DISTRICT LOT 3,N PROPORTION TO THE UNIT ENTITLEMEN,T OF THE STRATA LOT AS SHOWN ON FOR,308000.0,184000.0,2021.0,183000.0,303000.0,2004.0,2004.0,,12,2021
41735,028-590-449,LAND,586251730000,58625173,M-2,Industrial,E,BCP48207,183,A,,1889.0,TRIUMPH ST,V5L 1K4,K E,RICT LOT 183  NWD  BCAGROUP 1 OF BL,LOT A  BLOCK E  PLAN BCP48207  DIST,,,2406000.0,12600.0,2021.0,12400.0,2351000.0,2014.0,2014.0,,14,2021
147079,017-342-473,STRATA,120604970108,12060497,CD-1 (228),Comprehensive Development,,LMS45,185,108,1903,909.0,BURRARD ST,V6Z 2N2,0 SHARE IN COM PROP THEREIN.,85  NEW WESTMINSTER UNDIV 905/10000,LOT 108  PLAN LMS45  DISTRICT LOT 1,,,937000.0,467000.0,2021.0,463000.0,948000.0,1991.0,1991.0,,27,2021
168670,010-028-790,LAND,823258460000,82325846,RS-1,One Family Dwelling,32,VAP8574,,25,,2274.0,FRASERVIEW DR,V5P 2N4,W.,WESTMINSTER DISTRICT LOT FRASERVIE,LOT 25  BLOCK 32  PLAN VAP8574  NEW,,,1758000.0,989000.0,2021.0,498000.0,1558000.0,1952.0,1952.0,,25,2021
20000,013-785-907,LAND,708271030000,70827103,RS-1,One Family Dwelling,5,VAP2440,THSL,28,,2505.0,28TH AVE E,V5R 1R7,"S 1/2, EXC THE N 2 FT NOW LANE.",AP2440  DISTRICT LOT THSL  NWD PART,LOT 28  BLOCK 5  SECTION 46  PLAN V,,,1151000.0,58200.0,2021.0,59200.0,1034000.0,1941.0,1975.0,,23,2021
33651,011-986-123,LAND,275727430000,27572743,RM-7,Multiple Family Dwelling,6,VAP3957,52,10,,4839.0,SLOCAN ST,V5R 2A2,,RICT LOT 52  NEW WESTMINSTER,LOT 10  BLOCK 6  PLAN VAP3957  DIST,,,1112000.0,256000.0,2021.0,254000.0,1001000.0,1997.0,1997.0,,23,2021
75922,019-054-203,STRATA,828305620054,82830562,CD-1 (139),Comprehensive Development,,LMS1354,330,54,,3338.0,COBBLESTONE AVE,V5S 4S4,3 SHARE IN COM PROP THEREIN PHASE 2,330  NEW WESTMINSTER UNDIV 172/1627,LOT 54  PLAN LMS1354  DISTRICT LOT,.,,467000.0,299000.0,2021.0,304000.0,429000.0,1994.0,1994.0,,18,2021
151796,003-256-944,STRATA,648095400033,64809540,RM-4,Multiple Family Dwelling,,VAS60,526,33,307,1950.0,8TH AVE W,V6J 1W3,ARE IN COM PROP THEREIN.,6  NEW WESTMINSTER UNDIV 86/3710 SH,LOT 33  PLAN VAS60  DISTRICT LOT 52,,,486000.0,61800.0,2021.0,65400.0,447000.0,1972.0,1972.0,,2,2021
5243,030-764-033,STRATA,654191930125,65419193,CD-1 (591),,119,EPS5422,301,125,1605,285.0,10TH AVE E,V5T 0H6,GETHER WITH AN INTEREST IN THE COMM,ISTRICT LOT 301  NWD  BCAGROUP 1 TO,LOT 125  BLOCK 119  PLAN EPS5422  D,ON PROPERTY IN PROPORTION TO THE UN,IT ENTITLEMENT OF THE STRATA LOT AS,750000.0,307000.0,2021.0,301000.0,697000.0,,,,13,2021
98742,014-836-190,LAND,215735590000,21573559,RS-1,One Family Dwelling,8,VAP1369,668,25,,5287.0,SOMERVILLE ST,V5W 3H3,,RICT LOT 668  NWD TO DL 670.,LOT 25  BLOCK 8  PLAN VAP1369  DIST,,,1237000.0,64800.0,2021.0,66200.0,1092000.0,1939.0,1994.0,,16,2021
151271,029-118-697,STRATA,643120040249,64312004,C-3A,Commercial,,EPS808,526,249,1105,1777.0,7TH AVE W,V6J 0E5,INTEREST IN THE COMMON PROPERTY IN,"526  NWD GROUP 1, TOGETHER WITH AN",LOT 249  PLAN EPS808  DISTRICT LOT,PROPORTION TO THE UNIT ENTITLEMENT,OF THE STRATA LOT AS SHOWN ON FORM,1075000.0,309000.0,2021.0,305000.0,1023000.0,2013.0,2013.0,,7,2021
61714,010-203-478,LAND,691308570000,69130857,RS-1,One Family Dwelling,9,VAP8268,THSL,47,,3493.0,WORTHINGTON DR,V5M 3Y1,ION 40 & 41.,RICT LOT THSL  NEW WESTMINSTER SECT,LOT 47  BLOCK 9  PLAN VAP8268  DIST,,,1316000.0,321000.0,2021.0,328000.0,1189000.0,1948.0,1990.0,,22,2021
